gestion_id,fecha,mes,gestor_id,region,tipo_cliente,producto,edad,ingreso,deuda,dias_mora,estado_cuenta,score_riesgo,franja_horaria,canal,intentos_previos,contactado,resultado_contacto,pago_realizado,monto_pagado,promesa_cumplida,motivo_no_pago,tiempo_gestion_min
884,2024-05-19,5,G002,Los_Lagos,independiente,linea_credito,59,2060006,1952490,362,juridico,784,noche,telefono,10,1,promesa_pago,1,1201426,1,,22
885,2024-11-23,11,G004,Biobio,dependiente,tarjeta_credito,55,2316114,4248077,163,vigente,394,manana,visita_terreno,2,0,numero_equivocado,0,0,0,,8
886,2024-09-20,9,G002,Los_Lagos,microempresario,credito_consumo,70,3556405,2870045,597,vigente,345,manana,whatsapp,5,1,contactado_acepta,0,0,0,enfermedad,3
887,2024-07-28,7,G014,Tarapaca,dependiente,automotriz,71,603104,6030272,177,vigente,689,tarde,telefono,9,0,buzon_voz,0,0,0,no_reconoce,4
888,2024-04-02,4,G021,OHiggins,microempresario,linea_credito,48,3016816,2488067,65,castigado,822,noche,email,1,0,numero_equivocado,0,0,0,no_reconoce,6
889,2024-07-07,7,G011,Los_Lagos,jubilado,credito_consumo,32,472272,3568665,26,vigente,536,tarde,whatsapp,5,1,convenio_acordado,0,0,0,no_reconoce,32
890,2024-10-25,10,G009,OHiggins,independiente,hipotecario,59,3972234,52168511,66,prejuridico,636,noche,whatsapp,9,1,promesa_pago,1,19939410,1,,30
891,2024-07-10,7,G004,Los_Lagos,independiente,tarjeta_credito,68,3553461,6125075,5,prejuridico,422,noche,visita_terreno,9,0,no_contesta,0,0,0,otro,5
892,2024-06-30,6,G020,Valparaiso,microempresario,automotriz,26,3112726,5807528,229,vigente,725,noche,visita_terreno,1,1,promesa_pago,1,3883981,1,,12
893,2024-10-06,10,G015,Los_Lagos,jubilado,tarjeta_credito,71,232726,2497801,56,vigente,648,tarde,telefono,5,1,promesa_pago,0,0,0,deuda_mayor,9
894,2024-12-02,12,G025,Coquimbo,jubilado,tarjeta_credito,53,185188,2445045,108,vigente,409,noche,email,9,0,no_contesta,0,0,0,,5
895,2024-11-20,11,G003,Los_Lagos,jubilado,linea_credito,70,928974,2729885,21,castigado,657,manana,visita_terreno,7,1,promesa_pago,1,2615727,1,,18
896,2024-10-25,10,G012,Coquimbo,jubilado,automotriz,71,380539,18532036,114,castigado,445,noche,visita_terreno,9,0,no_contesta,0,0,0,no_reconoce,7
897,2024-01-10,1,G024,Maule,independiente,linea_credito,69,3601188,1356109,107,castigado,442,noche,email,10,0,no_contesta,0,0,0,no_reconoce,2
898,2024-10-16,10,G010,Biobio,dependiente,credito_consumo,69,2502992,3557948,78,prejuridico,476,tarde,email,9,0,no_contesta,0,0,0,no_reconoce,7
899,2024-04-21,4,G012,Tarapaca,microempresario,linea_credito,49,2775522,729650,482,juridico,498,noche,visita_terreno,6,0,buzon_voz,0,0,0,otro,5
900,2024-05-20,5,G019,Antofagasta,microempresario,linea_credito,49,3326062,2198727,379,juridico,668,noche,email,11,0,buzon_voz,0,0,0,sin_trabajo,1
901,2024-07-12,7,G006,Biobio,microempresario,credito_consumo,33,2703515,276045,58,castigado,680,tarde,whatsapp,3,1,contactado_acepta,0,0,0,negociacion,23
902,2024-12-12,12,G009,Maule,jubilado,automotriz,53,317430,7252737,266,vigente,671,noche,visita_terreno,6,0,buzon_voz,0,0,0,negociacion,3
903,2024-06-08,6,G019,Tarapaca,dependiente,credito_consumo,70,2630342,2317515,73,vigente,440,noche,whatsapp,12,1,promesa_pago,1,870792,1,,31
904,2024-02-15,2,G011,Antofagasta,independiente,credito_consumo,34,2164708,5357193,126,prejuridico,576,manana,visita_terreno,3,1,contactado_acepta,0,0,0,deuda_mayor,17
905,2024-12-11,12,G009,Los_Lagos,jubilado,credito_consumo,56,807314,6937502,26,castigado,461,noche,carta_notarial,3,0,no_contesta,0,0,0,negociacion,6
906,2024-11-22,11,G020,Valparaiso,independiente,tarjeta_credito,37,1241148,3739098,3,vigente,442,manana,email,10,0,numero_equivocado,0,0,0,otro,4
907,2024-04-24,4,G012,Tarapaca,dependiente,hipotecario,70,2586764,46657088,558,vigente,345,manana,email,4,0,buzon_voz,0,0,0,enfermedad,1
908,2024-12-05,12,G004,RM,microempresario,tarjeta_credito,42,2979041,2187317,127,castigado,663,noche,telefono,10,1,promesa_pago,1,840559,1,,25
909,2024-01-26,1,G017,Los_Lagos,independiente,linea_credito,25,2753562,755558,53,vigente,635,noche,whatsapp,7,1,contactado_rechaza,1,220750,0,,10
910,2024-02-20,2,G023,Valparaiso,microempresario,credito_consumo,62,3793816,7549032,266,vigente,663,manana,visita_terreno,12,0,buzon_voz,0,0,0,,3
911,2024-09-29,9,G002,Araucania,microempresario,linea_credito,69,2878147,2387248,48,juridico,577,manana,email,3,1,promesa_pago,1,1780009,1,,15
912,2024-05-18,5,G014,Valparaiso,jubilado,hipotecario,54,200018,60359926,81,castigado,445,tarde,carta_notarial,7,1,promesa_pago,0,0,0,,18
913,2024-05-12,5,G002,Tarapaca,jubilado,automotriz,25,266267,7871535,77,vigente,561,noche,carta_notarial,12,1,contactado_acepta,0,0,0,enfermedad,19
914,2024-10-05,10,G001,Araucania,dependiente,hipotecario,44,1774595,38679324,269,prejuridico,631,noche,whatsapp,12,0,no_contesta,0,0,0,negociacion,2
915,2024-05-07,5,G020,Coquimbo,microempresario,hipotecario,72,1514520,34489237,162,vigente,540,manana,whatsapp,12,1,promesa_pago,1,26650578,1,,30
916,2024-02-10,2,G009,OHiggins,independiente,hipotecario,64,1369508,85759740,7,prejuridico,604,tarde,telefono,5,1,contactado_acepta,0,0,0,deuda_mayor,14
917,2024-01-15,1,G011,Valparaiso,dependiente,linea_credito,70,2519566,1641641,259,vigente,333,noche,email,6,1,contactado_acepta,0,0,0,no_reconoce,6
918,2024-03-04,3,G021,Los_Lagos,independiente,automotriz,72,3987830,10683687,176,juridico,698,noche,visita_terreno,4,1,contactado_acepta,0,0,0,negociacion,31
919,2024-11-21,11,G007,OHiggins,microempresario,hipotecario,52,1713819,49612502,530,vigente,427,manana,email,9,0,no_contesta,0,0,0,negociacion,7
920,2024-09-23,9,G022,Valparaiso,jubilado,automotriz,51,422337,22661717,17,vigente,404,tarde,email,11,1,contactado_acepta,0,0,0,deuda_mayor,18
921,2024-11-24,11,G004,OHiggins,independiente,tarjeta_credito,54,3376510,6555650,98,juridico,461,manana,whatsapp,4,0,no_contesta,0,0,0,otro,7
922,2024-06-22,6,G015,Tarapaca,microempresario,tarjeta_credito,39,5355863,4536184,274,castigado,319,tarde,carta_notarial,9,0,no_contesta,0,0,0,,7
923,2024-10-13,10,G018,Tarapaca,independiente,linea_credito,27,1698065,2343520,314,vigente,461,tarde,telefono,6,1,contactado_rechaza,0,0,0,otro,13
924,2024-04-01,4,G021,Coquimbo,independiente,linea_credito,51,610680,2051917,71,prejuridico,797,manana,whatsapp,6,1,convenio_acordado,1,713514,0,,28
925,2024-08-22,8,G022,Los_Lagos,microempresario,hipotecario,34,5909976,43507977,341,vigente,335,noche,carta_notarial,4,0,no_contesta,0,0,0,,5
926,2024-12-28,12,G008,Coquimbo,microempresario,linea_credito,31,4679307,2211529,90,vigente,841,noche,telefono,3,0,buzon_voz,0,0,0,negociacion,5
927,2024-08-04,8,G018,Biobio,independiente,credito_consumo,49,3224944,1062925,121,prejuridico,499,noche,carta_notarial,9,0,buzon_voz,0,0,0,no_reconoce,2
928,2024-07-01,7,G004,Tarapaca,jubilado,automotriz,55,244091,5492726,321,juridico,585,manana,carta_notarial,6,0,buzon_voz,0,0,0,sin_trabajo,8
929,2024-03-12,3,G009,Los_Lagos,dependiente,automotriz,59,2532205,8601151,177,castigado,459,manana,email,5,1,contactado_acepta,1,5508729,0,,7
930,2024-04-25,4,G025,Coquimbo,independiente,automotriz,66,1055491,3280876,5,prejuridico,315,tarde,telefono,2,1,contactado_acepta,0,0,0,deuda_mayor,19
931,2024-06-22,6,G006,Los_Lagos,independiente,tarjeta_credito,38,569421,808073,587,vigente,364,noche,visita_terreno,12,1,contactado_acepta,0,0,0,sin_trabajo,3
932,2024-01-24,1,G009,OHiggins,jubilado,automotriz,52,484656,17494228,83,vigente,307,noche,visita_terreno,7,0,no_contesta,0,0,0,enfermedad,6
933,2024-08-13,8,G003,OHiggins,dependiente,hipotecario,39,2284592,78974626,160,prejuridico,371,manana,carta_notarial,4,1,contactado_acepta,0,0,0,,15
934,2024-06-07,6,G004,OHiggins,independiente,automotriz,71,2556026,23322826,160,vigente,721,noche,visita_terreno,4,1,promesa_pago,1,15669696,1,,19
935,2024-10-07,10,G005,OHiggins,independiente,linea_credito,33,826898,2840105,64,juridico,788,noche,carta_notarial,3,1,convenio_acordado,0,0,0,enfermedad,9
936,2024-08-16,8,G016,Los_Lagos,independiente,linea_credito,36,3915976,1614303,78,vigente,526,manana,whatsapp,9,0,no_contesta,0,0,0,negociacion,5
937,2024-04-10,4,G017,RM,independiente,credito_consumo,63,1433584,2852270,78,castigado,519,manana,whatsapp,6,1,promesa_pago,0,0,0,sin_trabajo,16
938,2024-05-25,5,G017,Tarapaca,dependiente,linea_credito,26,2663593,1761434,61,vigente,813,manana,whatsapp,2,0,no_contesta,0,0,0,enfermedad,8
939,2024-08-26,8,G004,Antofagasta,independiente,credito_consumo,66,427863,3724328,74,castigado,647,tarde,email,3,1,contactado_acepta,0,0,0,,18
940,2024-07-07,7,G018,RM,microempresario,credito_consumo,44,726490,5509618,53,vigente,598,tarde,carta_notarial,5,0,no_contesta,0,0,0,otro,6
941,2024-03-07,3,G012,Valparaiso,dependiente,automotriz,55,2343008,11078508,360,vigente,639,noche,whatsapp,9,1,promesa_pago,1,7610986,1,,29
942,2024-04-24,4,G025,Coquimbo,jubilado,tarjeta_credito,33,402764,7187659,176,castigado,342,manana,whatsapp,7,0,numero_equivocado,0,0,0,sin_trabajo,6
943,2024-09-14,9,G021,Maule,independiente,tarjeta_credito,31,501425,6104972,26,vigente,334,manana,whatsapp,6,1,promesa_pago,1,5467757,1,,18
944,2024-10-09,10,G007,Biobio,dependiente,tarjeta_credito,44,2642335,971302,86,prejuridico,683,noche,whatsapp,7,0,numero_equivocado,0,0,0,deuda_mayor,6
945,2024-04-12,4,G019,Coquimbo,jubilado,credito_consumo,48,751807,3899520,472,vigente,633,noche,email,11,0,numero_equivocado,0,0,0,deuda_mayor,3
946,2024-04-02,4,G013,Los_Lagos,jubilado,hipotecario,40,242896,31312443,25,vigente,404,tarde,visita_terreno,4,0,buzon_voz,0,0,0,no_reconoce,7
947,2024-04-11,4,G003,Valparaiso,independiente,tarjeta_credito,23,1893980,7162093,107,juridico,584,manana,visita_terreno,2,0,buzon_voz,0,0,0,negociacion,3
948,2024-12-20,12,G017,OHiggins,microempresario,tarjeta_credito,31,2511002,1706915,13,juridico,601,tarde,telefono,3,1,contactado_rechaza,1,1209583,0,,34
949,2024-09-18,9,G012,Los_Lagos,jubilado,credito_consumo,43,250615,1932882,45,prejuridico,428,tarde,whatsapp,8,1,contactado_rechaza,1,1895240,0,,24
950,2024-07-03,7,G009,Maule,dependiente,credito_consumo,23,1040433,7634570,28,juridico,457,manana,carta_notarial,10,0,no_contesta,0,0,0,no_reconoce,2
951,2024-01-02,1,G011,OHiggins,independiente,automotriz,22,2334691,7104206,19,prejuridico,380,manana,carta_notarial,7,0,buzon_voz,0,0,0,no_reconoce,4
952,2024-12-21,12,G014,OHiggins,independiente,tarjeta_credito,43,3204120,6603586,27,vigente,661,noche,carta_notarial,4,1,promesa_pago,1,1635792,1,,23
953,2024-02-27,2,G020,Los_Lagos,dependiente,credito_consumo,47,923133,1068506,114,vigente,811,noche,whatsapp,10,1,promesa_pago,1,697115,1,,12
954,2024-12-16,12,G011,Tarapaca,microempresario,hipotecario,45,2385266,18465189,14,castigado,462,manana,email,9,1,contactado_acepta,1,3940257,0,,30
955,2024-03-01,3,G018,RM,independiente,credito_consumo,27,971911,3495976,81,vigente,842,manana,whatsapp,8,0,buzon_voz,0,0,0,,5
956,2024-02-25,2,G011,RM,microempresario,automotriz,69,5097737,20058394,26,vigente,354,noche,carta_notarial,3,0,numero_equivocado,0,0,0,negociacion,6
957,2024-03-09,3,G004,Antofagasta,dependiente,credito_consumo,67,1962993,3722841,27,prejuridico,468,tarde,whatsapp,9,0,no_contesta,0,0,0,otro,2
958,2024-12-14,12,G007,RM,independiente,tarjeta_credito,40,740439,5764747,173,castigado,492,noche,visita_terreno,10,1,contactado_rechaza,0,0,0,,4
959,2024-04-21,4,G013,Maule,independiente,hipotecario,22,3637813,75395377,131,prejuridico,394,noche,whatsapp,9,1,promesa_pago,0,0,0,otro,9
960,2024-08-21,8,G010,RM,jubilado,automotriz,45,759281,4718192,17,vigente,636,noche,visita_terreno,9,0,no_contesta,0,0,0,enfermedad,5
961,2024-09-08,9,G001,Tarapaca,jubilado,linea_credito,52,262285,301229,141,vigente,455,manana,email,1,0,numero_equivocado,0,0,0,enfermedad,2
962,2024-06-23,6,G011,OHiggins,microempresario,automotriz,57,4558677,18077556,64,juridico,509,tarde,visita_terreno,4,0,numero_equivocado,0,0,0,enfermedad,3
963,2024-12-19,12,G019,Tarapaca,jubilado,linea_credito,34,638175,1684437,14,vigente,504,noche,carta_notarial,5,1,convenio_acordado,0,0,0,negociacion,18
964,2024-11-08,11,G017,RM,jubilado,credito_consumo,30,364622,3356353,341,prejuridico,496,noche,whatsapp,11,1,promesa_pago,0,0,0,sin_trabajo,29
965,2024-01-27,1,G012,Tarapaca,microempresario,credito_consumo,58,1453971,2464964,12,castigado,634,noche,telefono,1,1,contactado_acepta,0,0,0,sin_trabajo,35
966,2024-04-12,4,G021,Tarapaca,independiente,tarjeta_credito,55,3984191,5685117,14,prejuridico,473,manana,visita_terreno,11,1,contactado_acepta,0,0,0,otro,5
967,2024-11-20,11,G015,Biobio,independiente,automotriz,52,1590210,12100325,106,vigente,520,noche,telefono,12,0,no_contesta,0,0,0,,1
968,2024-08-30,8,G007,Biobio,jubilado,tarjeta_credito,46,842911,4695123,77,vigente,806,tarde,email,4,1,contactado_acepta,0,0,0,sin_trabajo,29
969,2024-06-08,6,G004,Araucania,dependiente,tarjeta_credito,55,452222,1197361,472,prejuridico,318,noche,telefono,1,1,promesa_pago,0,0,0,no_reconoce,6
970,2024-07-27,7,G008,Valparaiso,jubilado,credito_consumo,33,285023,4485187,24,vigente,679,noche,whatsapp,5,1,promesa_pago,1,3666144,1,,34
971,2024-10-19,10,G006,Biobio,microempresario,linea_credito,39,661733,514757,6,juridico,472,manana,telefono,6,0,numero_equivocado,0,0,0,no_reconoce,1
972,2024-03-05,3,G007,OHiggins,independiente,credito_consumo,30,1596460,600641,290,juridico,838,tarde,email,2,1,contactado_rechaza,0,0,0,,28
973,2024-12-01,12,G010,Biobio,independiente,tarjeta_credito,37,2588186,1404107,13,castigado,496,tarde,email,11,1,contactado_rechaza,0,0,0,deuda_mayor,17
974,2024-12-05,12,G003,Los_Lagos,dependiente,linea_credito,27,560861,1883163,256,prejuridico,518,noche,whatsapp,9,1,convenio_acordado,0,0,0,,16
975,2024-04-25,4,G007,Araucania,microempresario,tarjeta_credito,53,1826934,7258939,27,vigente,582,noche,whatsapp,10,0,no_contesta,0,0,0,no_reconoce,3
976,2024-12-21,12,G013,Araucania,independiente,hipotecario,23,2214523,84226392,403,castigado,388,manana,visita_terreno,11,0,no_contesta,0,0,0,deuda_mayor,4
977,2024-05-08,5,G022,Biobio,microempresario,credito_consumo,41,3712096,5913107,24,vigente,430,tarde,whatsapp,1,1,contactado_acepta,1,2326383,0,,30
978,2024-02-20,2,G014,Antofagasta,dependiente,hipotecario,53,788543,85699256,585,vigente,617,manana,visita_terreno,9,0,numero_equivocado,0,0,0,deuda_mayor,7
979,2024-06-03,6,G001,Antofagasta,jubilado,hipotecario,39,635530,24296857,20,prejuridico,685,noche,visita_terreno,3,0,buzon_voz,0,0,0,no_reconoce,5
980,2024-09-15,9,G023,Coquimbo,jubilado,credito_consumo,69,914901,1588820,14,juridico,450,manana,telefono,5,1,convenio_acordado,1,1062828,0,,35
981,2024-10-01,10,G008,OHiggins,dependiente,hipotecario,28,1467894,73680252,145,vigente,333,manana,whatsapp,6,1,contactado_rechaza,1,41703872,0,,5
982,2024-01-24,1,G013,Los_Lagos,jubilado,credito_consumo,40,507951,1661411,116,vigente,634,tarde,whatsapp,12,0,no_contesta,0,0,0,,8
983,2024-11-05,11,G008,RM,jubilado,hipotecario,54,688362,58692648,28,juridico,795,noche,telefono,1,1,contactado_rechaza,0,0,0,enfermedad,32
984,2024-10-31,10,G012,Antofagasta,independiente,credito_consumo,68,377670,546895,112,prejuridico,553,tarde,telefono,5,1,promesa_pago,0,0,0,no_reconoce,26
985,2024-12-22,12,G017,Valparaiso,microempresario,credito_consumo,52,3065185,4455411,21,vigente,496,tarde,visita_terreno,11,1,promesa_pago,1,1188932,1,,30
986,2024-04-04,4,G008,Maule,microempresario,credito_consumo,61,3703345,5868345,33,prejuridico,549,tarde,visita_terreno,1,0,no_contesta,0,0,0,otro,1
987,2024-08-27,8,G003,Valparaiso,independiente,credito_consumo,56,3630473,4290943,30,castigado,528,noche,telefono,7,0,no_contesta,0,0,0,enfermedad,3
988,2024-05-31,5,G017,OHiggins,dependiente,automotriz,37,2732146,3835964,133,vigente,459,noche,email,7,0,numero_equivocado,0,0,0,,4
989,2024-02-28,2,G001,OHiggins,microempresario,hipotecario,72,5713567,15247053,66,prejuridico,480,noche,carta_notarial,12,0,no_contesta,0,0,0,enfermedad,3
990,2024-10-05,10,G004,RM,dependiente,credito_consumo,67,1239343,5361303,155,vigente,820,manana,telefono,10,0,no_contesta,0,0,0,sin_trabajo,5
991,2024-10-16,10,G004,Maule,dependiente,credito_consumo,52,1216172,1196404,10,castigado,378,manana,whatsapp,2,1,promesa_pago,1,1100111,1,,28
992,2024-04-02,4,G024,Valparaiso,dependiente,linea_credito,72,2775206,2268802,136,prejuridico,429,tarde,whatsapp,5,1,promesa_pago,1,1960916,1,,4
993,2024-02-23,2,G010,Biobio,dependiente,tarjeta_credito,41,1065104,6052390,105,prejuridico,770,noche,telefono,9,0,buzon_voz,0,0,0,negociacion,3
994,2024-09-01,9,G015,RM,microempresario,automotriz,63,2097884,6416318,32,vigente,665,noche,telefono,1,0,buzon_voz,0,0,0,negociacion,4
995,2024-03-27,3,G002,Los_Lagos,independiente,linea_credito,42,1598584,412755,12,vigente,415,tarde,telefono,4,0,buzon_voz,0,0,0,deuda_mayor,2
996,2024-09-11,9,G017,RM,independiente,linea_credito,44,3084489,2542665,13,castigado,668,manana,visita_terreno,7,0,buzon_voz,0,0,0,deuda_mayor,1
997,2024-05-21,5,G023,Los_Lagos,dependiente,credito_consumo,47,807783,3299007,7,castigado,378,tarde,carta_notarial,10,1,promesa_pago,1,2303378,1,,16
998,2024-07-26,7,G007,Antofagasta,dependiente,tarjeta_credito,59,2035940,6191387,160,castigado,436,noche,email,5,0,numero_equivocado,0,0,0,sin_trabajo,6
999,2024-07-18,7,G015,Valparaiso,jubilado,hipotecario,69,484954,68721314,34,castigado,445,manana,whatsapp,1,1,contactado_acepta,0,0,0,otro,33
1000,2024-04-03,4,G005,Coquimbo,microempresario,hipotecario,42,1927889,47079943,76,vigente,741,tarde,email,1,1,contactado_rechaza,0,0,0,deuda_mayor,13
1001,2024-06-21,6,G019,Los_Lagos,independiente,linea_credito,30,2424607,1696240,226,vigente,763,tarde,carta_notarial,12,0,buzon_voz,0,0,0,sin_trabajo,6
1002,2024-03-24,3,G018,Valparaiso,dependiente,automotriz,58,2429071,17351552,5,prejuridico,687,tarde,email,2,1,contactado_rechaza,1,5861169,0,,32
1003,2024-06-15,6,G008,Valparaiso,microempresario,linea_credito,52,5383979,1092389,7,juridico,755,noche,telefono,11,1,contactado_rechaza,1,173915,0,,24
1004,2024-07-25,7,G006,OHiggins,jubilado,automotriz,57,431265,17028284,291,prejuridico,460,manana,visita_terreno,8,0,numero_equivocado,0,0,0,enfermedad,1
1005,2024-09-15,9,G024,Biobio,microempresario,credito_consumo,40,1675098,6561732,90,castigado,309,tarde,whatsapp,8,1,contactado_acepta,1,4771519,0,,4
1006,2024-04-17,4,G002,Tarapaca,dependiente,tarjeta_credito,22,599655,3296952,86,juridico,796,tarde,whatsapp,4,0,no_contesta,0,0,0,enfermedad,4
1007,2024-09-25,9,G017,Biobio,jubilado,automotriz,40,626011,19856590,66,castigado,795,tarde,visita_terreno,10,1,convenio_acordado,1,2400964,0,,22
1008,2024-10-05,10,G001,Araucania,microempresario,credito_consumo,28,4103518,231468,28,castigado,678,noche,visita_terreno,9,0,no_contesta,0,0,0,enfermedad,6
1009,2024-03-08,3,G010,Araucania,microempresario,hipotecario,63,5981129,34516534,293,vigente,376,manana,visita_terreno,11,1,contactado_rechaza,1,19827525,0,,21
1010,2024-04-09,4,G008,Araucania,dependiente,linea_credito,34,1919622,423256,116,prejuridico,318,noche,carta_notarial,1,1,convenio_acordado,1,233670,0,,22
1011,2024-06-27,6,G021,Maule,independiente,tarjeta_credito,66,3853928,6801350,17,prejuridico,702,noche,email,3,1,promesa_pago,0,0,0,deuda_mayor,19
1012,2024-09-05,9,G020,Antofagasta,microempresario,automotriz,40,4461593,21018335,3,juridico,592,noche,telefono,5,1,promesa_pago,1,13820217,1,,7
1013,2024-04-28,4,G005,Valparaiso,jubilado,automotriz,35,544367,23304037,572,vigente,738,tarde,carta_notarial,11,0,buzon_voz,0,0,0,otro,4
1014,2024-07-17,7,G022,Tarapaca,dependiente,hipotecario,45,2086244,40479204,640,vigente,633,noche,telefono,10,1,contactado_acepta,1,4765364,0,,33
1015,2024-04-30,4,G004,Tarapaca,jubilado,automotriz,51,548122,3782726,89,vigente,830,noche,email,6,0,no_contesta,0,0,0,otro,3
1016,2024-06-08,6,G003,Los_Lagos,independiente,credito_consumo,68,2405119,4768431,28,vigente,691,noche,carta_notarial,9,0,buzon_voz,0,0,0,enfermedad,1
1017,2024-11-06,11,G003,Valparaiso,dependiente,credito_consumo,26,621144,1874441,33,vigente,793,noche,visita_terreno,12,1,promesa_pago,1,188676,1,,13
1018,2024-06-24,6,G022,Los_Lagos,jubilado,tarjeta_credito,37,376255,5426632,383,prejuridico,813,tarde,whatsapp,11,1,contactado_acepta,1,5004699,0,,20
1019,2024-02-18,2,G022,Coquimbo,independiente,hipotecario,71,3346751,48261263,85,juridico,770,noche,visita_terreno,5,0,buzon_voz,0,0,0,enfermedad,6
1020,2024-11-11,11,G019,Coquimbo,independiente,linea_credito,58,3183834,2317179,48,juridico,734,manana,whatsapp,4,1,contactado_acepta,0,0,0,negociacion,4
1021,2024-02-03,2,G025,Maule,jubilado,hipotecario,60,942190,87511753,7,juridico,672,tarde,whatsapp,1,0,no_contesta,0,0,0,enfermedad,1
1022,2024-06-23,6,G003,Antofagasta,microempresario,credito_consumo,53,2620037,1530314,130,prejuridico,522,manana,whatsapp,10,0,no_contesta,0,0,0,enfermedad,2
1023,2024-10-31,10,G024,Maule,dependiente,hipotecario,56,1713560,18726521,79,juridico,403,manana,whatsapp,10,1,convenio_acordado,0,0,0,deuda_mayor,34
1024,2024-06-11,6,G023,Los_Lagos,jubilado,tarjeta_credito,70,695534,5928426,179,castigado,341,noche,email,12,0,buzon_voz,0,0,0,enfermedad,4
1025,2024-08-06,8,G012,Los_Lagos,jubilado,linea_credito,37,871022,2456708,20,prejuridico,695,tarde,telefono,10,1,promesa_pago,1,1746931,1,,21
1026,2024-03-06,3,G015,Araucania,microempresario,tarjeta_credito,66,5154932,3047953,531,prejuridico,476,manana,email,3,1,contactado_rechaza,0,0,0,deuda_mayor,18
1027,2024-04-05,4,G003,Araucania,microempresario,tarjeta_credito,35,3205472,3799306,164,prejuridico,380,noche,telefono,7,1,convenio_acordado,0,0,0,deuda_mayor,8
1028,2024-08-18,8,G023,Araucania,jubilado,automotriz,24,225808,12627835,257,juridico,705,tarde,visita_terreno,8,0,buzon_voz,0,0,0,otro,7
1029,2024-03-13,3,G002,Tarapaca,microempresario,credito_consumo,35,5483272,2042856,178,castigado,340,tarde,carta_notarial,12,1,promesa_pago,0,0,0,,14
1030,2024-10-21,10,G016,Araucania,microempresario,linea_credito,60,4931630,1523626,324,vigente,831,manana,carta_notarial,5,1,convenio_acordado,1,1443096,0,,20
1031,2024-01-04,1,G023,Coquimbo,microempresario,automotriz,65,2082262,20988063,115,prejuridico,373,tarde,telefono,12,1,promesa_pago,1,17930500,1,,8
1032,2024-05-08,5,G010,Los_Lagos,independiente,hipotecario,40,3600477,77672459,157,vigente,389,manana,email,9,1,convenio_acordado,0,0,0,no_reconoce,30
1033,2024-07-17,7,G020,Maule,microempresario,credito_consumo,70,5368561,438925,116,vigente,683,tarde,carta_notarial,8,1,promesa_pago,1,56353,1,,19
1034,2024-05-25,5,G018,Tarapaca,independiente,tarjeta_credito,60,750111,7713246,21,prejuridico,735,noche,whatsapp,6,1,promesa_pago,1,2587890,1,,13
1035,2024-07-08,7,G014,RM,microempresario,tarjeta_credito,47,1616392,5096462,139,castigado,741,manana,email,10,0,no_contesta,0,0,0,otro,7
1036,2024-02-01,2,G011,Araucania,jubilado,hipotecario,63,664565,49419761,343,prejuridico,406,tarde,telefono,4,1,convenio_acordado,0,0,0,otro,26
1037,2024-05-05,5,G010,Antofagasta,jubilado,automotriz,48,203642,3027244,249,castigado,516,tarde,visita_terreno,2,0,numero_equivocado,0,0,0,sin_trabajo,1
1038,2024-11-18,11,G019,Los_Lagos,dependiente,hipotecario,33,475683,31182470,350,vigente,369,manana,whatsapp,11,1,contactado_acepta,0,0,0,otro,25
1039,2024-07-05,7,G017,Los_Lagos,microempresario,tarjeta_credito,60,2623803,753872,8,castigado,743,manana,telefono,10,0,no_contesta,0,0,0,,2
1040,2024-10-11,10,G021,OHiggins,microempresario,tarjeta_credito,32,5363594,7899422,309,castigado,659,manana,visita_terreno,3,0,no_contesta,0,0,0,sin_trabajo,6
1041,2024-12-01,12,G009,Coquimbo,microempresario,credito_consumo,24,1946712,5314457,639,castigado,665,tarde,telefono,2,1,contactado_acepta,0,0,0,deuda_mayor,18
1042,2024-10-12,10,G009,Valparaiso,microempresario,automotriz,53,4807051,21028378,2,juridico,351,tarde,carta_notarial,4,1,promesa_pago,1,2597115,1,,13
1043,2024-06-26,6,G004,Coquimbo,microempresario,automotriz,69,3699334,11686023,89,prejuridico,769,manana,email,3,1,contactado_acepta,1,11636311,0,,5
1044,2024-07-08,7,G003,Valparaiso,independiente,linea_credito,34,2915772,492887,15,juridico,691,noche,whatsapp,9,0,buzon_voz,0,0,0,no_reconoce,5
1045,2024-09-04,9,G017,Biobio,independiente,linea_credito,51,1375683,712804,100,vigente,332,tarde,telefono,2,1,promesa_pago,1,179159,1,,19
1046,2024-07-10,7,G018,Tarapaca,independiente,automotriz,71,2146821,16912171,9,vigente,447,tarde,whatsapp,11,1,contactado_rechaza,1,1716728,0,,32
1047,2024-02-03,2,G005,Tarapaca,microempresario,linea_credito,40,3190082,804338,445,prejuridico,391,manana,telefono,3,0,buzon_voz,0,0,0,,7
1048,2024-04-22,4,G011,OHiggins,microempresario,hipotecario,70,5356942,13432915,160,vigente,848,tarde,visita_terreno,5,1,contactado_rechaza,1,1958353,0,,12
1049,2024-05-17,5,G001,Maule,microempresario,automotriz,66,3516425,5800971,130,juridico,504,noche,carta_notarial,7,0,no_contesta,0,0,0,,6
1050,2024-03-08,3,G009,Tarapaca,dependiente,hipotecario,24,907502,12299769,47,castigado,358,noche,telefono,8,1,convenio_acordado,0,0,0,sin_trabajo,20
1051,2024-05-18,5,G010,RM,jubilado,hipotecario,42,471422,10509784,113,castigado,416,manana,carta_notarial,11,0,buzon_voz,0,0,0,sin_trabajo,6
